EJERCICIO;ENTIDAD;NOMBRE_ENTIDAD;NO_CUR;NO_ORIGINAL;CLASE_REGISTRO;CLASE_MODIFICACION;CLASE_GASTO;NIT;DESCRIPCION;ESTADO;SOLICITUD_PAGO;PAGADO_TOTAL;MONTO_GASTO;MONTO_SALDO;FEC_IMPUTACION;FEC_SOLICITADO;FEC_APROBADO;FEC_SOLICITUD_PAGO;FEC_PAGADO_TOTAL;NOMBRE_BENEFICIARIO;ENTIDAD_RECEPTORA;PROGRAMA;SUBPROGRAMA;PROYECTO;ACTIVIDAD;OBRA;RENGLON;GEOGRAFICO;FUENTE;ORGANISMO;MONTO_RENGLON;MONTO_PRESUPUESTARIO;MONTO_IVA;USUARIO_SOLICITUD_PAGO;USUARIO_APROBO;USUARIO_REGISTRO;USUARIO_SOLICITO;USUARIO_MODIFICO
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;153;153;CYD;NOR;TRF;992119683001;LIGA DEPORTIVA CANTONAL DE NARANJAL, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2034 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 1ER.GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752-MEM DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;4146,9;0;15/6/2023;15/6/2023;15/6/2023;19/6/2023;20/6/2023;LIGA DEPORTIVA CANTONAL DE NARANJAL;0;55;0;0;2;0;580204;901;1;0;4146,9;4146,9;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;154;154;CYD;NOR;TRF;1291711401001;LIGA DEPORTIVA CANTONAL DE PUEBLOVIEJO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2017 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752-MEM DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1573,23;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL DE PUEBLOVIEJO;0;55;0;0;2;0;580204;901;1;0;1573,23;1573,23;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;155;155;CYD;NOR;TRF;992116870001;LIGA DEPORTIVA CANTONAL DE DAULE, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2027 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 1ER. GRUPO SEGÚN MEMORANDO No. MD-CZ8-2023-0752-MEM DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;3771;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL DE DAULE;0;55;0;0;2;0;580204;901;1;0;3771;3771;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;156;156;CYD;NOR;TRF;992185333001;LIGA DEPORTIVA CANTONAL DE DURAN, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2028 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752-MEM DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;4092,05;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL DE DURAN;0;55;0;0;2;0;580204;901;1;0;4092,05;4092,05;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;157;157;CYD;NOR;TRF;991342850001;LIGA DEPORTIVA CANTONAL LOMAS DE SARGENTILLO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2031 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752-MEM DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1305;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL DE LOMAS DE SARGENTILLO;0;55;0;0;2;0;580204;901;1;0;1305;1305;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;158;158;CYD;NOR;TRF;992132329001;LIGA DEPORTIVA CANTONAL DE NARANJITO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2035 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752-MEM DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1308;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL DE NARANJITO;0;55;0;0;2;0;580204;901;1;0;1308;1308;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;159;159;CYD;NOR;TRF;992400609001;LIGA DEPORTIVA CANTONAL DE PLAYAS, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2039 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 - 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752-MEM DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1014,17;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL DE PLAYAS;0;55;0;0;2;0;580204;901;1;0;1014,17;1014,17;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;160;160;CYD;NOR;TRF;992131446001;LIGA DEPORTIVA CANTONAL DE COLIMES, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2026 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752-MEM DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;2871,15;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL DE COLIMES;0;55;0;0;2;0;580204;901;1;0;2871,15;2871,15;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;161;161;CYD;NOR;TRF;1291712394001;LIGA DEPORTIVA CANTONAL MOCACHE EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2015 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO DE 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752 DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1442,17;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL MOCACHE;0;55;0;0;2;0;580204;901;1;0;1442,17;1442,17;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;162;162;CYD;NOR;TRF;991344543001;LIGA DEPORTIVA CANTONAL DE SAMBORONDON, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2041 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752 DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1084,3;0;15/6/2023;15/6/2023;15/6/2023;15/6/2023;16/6/2023;LIGA DEPORTIVA CANTONAL DE SAMBORONDON;0;55;0;0;2;0;580204;901;1;0;1084,3;1084,3;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;163;163;CYD;NOR;TRF;992131543001;LIGA DEPORTIVA CANTONAL DE BALZAR, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2025 SE TRANSFIEREN LOS RECURSOS DE LOS MESES DE MAYO Y JUNIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752 DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;12063,32;0;15/6/2023;15/6/2023;15/6/2023;19/6/2023;20/6/2023;LIGA DEPORTIVA CANTONAL DE BALZAR;0;55;0;0;2;0;580204;901;1;0;12063,32;12063,32;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;164;164;CYD;NOR;TRF;1291714117001;LIGA DEPORTIVA CANTONAL DE ECHEANDIA, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2008 SE TRANSFIEREN LOS RECURSOS DE LOS MESES DE MAYO Y JUNIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0752 DE FECHA 15 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;4037,78;0;15/6/2023;15/6/2023;15/6/2023;19/6/2023;20/6/2023;LIGA DEPORTIVA CANTONAL DE ECHEANDIA;0;55;0;0;2;0;580204;901;1;0;4037,78;4037,78;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;167;167;CYD;NOR;TRF;992293950001;LIGA DEPORTIVA CANTONAL DE SALITRE, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2040 SE TRANSFIEREN LOS RECURSOS DE LOS MESES DE MAYO Y JUNIO 2023, SEGÚN MEMORANDO No. MD-CZ8-2023-0802 DE FECHA 23 DE JUNIO DE 2023, 2DO.GRUPO SEGÚN TAREA CZ8.030;APROBADO;S;S;25737,16;0;23/6/2023;23/6/2023;23/6/2023;23/6/2023;26/6/2023;LIGA DEPORTIVA CANTONAL DE SALITRE;0;55;0;0;2;0;580204;901;1;0;25737,16;25737,16;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;168;168;CYD;NOR;TRF;991398236001;LIGA DEPORTIVA CANTONAL DE MILAGRO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2033 SE TRANSFIEREN LOS RECURSOS DE LOS MESES DE MAYO Y JUNIO 2023 2DO. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0802 DE FECHA 23 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;52931,18;0;23/6/2023;23/6/2023;23/6/2023;23/6/2023;26/6/2023;LIGA DEPORTIVA CANTONAL DE MILAGRO;0;55;0;0;2;0;580204;901;1;0;52931,18;52931,18;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;169;169;CYD;NOR;TRF;1291700698001;LIGA DEPORTIVA CANTONAL DE MONTALVO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2016 SE TRANSFIEREN LOS RECURSOS DE LOS MESES DE MAYO Y JUNIO 2023, 2DO. GRUPO SEGÚN MEMORANDO No. MD-CZ8-2023-0802-MEM DE FECHA 23 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;8935,74;0;23/6/2023;23/6/2023;23/6/2023;23/6/2023;26/6/2023;LIGA DEPORTIVA CANTONAL DE MONTALVO;0;55;0;0;2;0;580204;901;1;0;8935,74;8935,74;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;203;203;CYD;NOR;TRF;992131004001;LIGA DEPORTIVA CANTONAL DE YAGUACHI, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2044 SE TRANSFIEREN LOS RECURSOS DEL MES DE JUNIO 2023 - 3ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0831-MEM DE FECHA 30 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;10539,44;0;30/6/2023;30/6/2023;30/6/2023;30/6/2023;4/7/2023;LIGA DEPORTIVA CANTONAL DE YAGUACHI;0;55;0;0;2;0;580204;901;1;0;10539,44;10539,44;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;204;204;CYD;NOR;TRF;992117729001;LIGA DEPORTIVA CANTONAL DE SANTA LUCIA, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2042 SE TRANSFIEREN LOS RECURSOS DE LOS MESES DE MAYO Y JUNIO 2023 - 3ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0831-MEM DE FECHA 30 DE JUNIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;13810,83;0;30/6/2023;30/6/2023;30/6/2023;30/6/2023;26/7/2023;LIGA DEPORTIVA CANTONAL DE SANTA LUCIA;0;55;0;0;2;0;580204;901;1;0;13810,83;13810,83;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;214;214;CYD;NOR;TRF;1290200004001;LIGA DEPORTIVA CANTONAL DE QUEVEDO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2018 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852 DE FECHA 07 DE JULIO DE 2023- SEGÚN TAREA CZ8.030;APROBADO;S;S;4976,14;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;2/8/2023;LIGA DEPORTIVA CANTONAL DE QUEVEDO;0;55;0;0;2;0;580204;901;1;0;4976,14;4976,14;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;215;215;CYD;NOR;TRF;1291708125001;LIGA DEPORTIVA CANTONAL DE VALENCIA, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2021 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 07 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1525,76;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE VALENCIA;0;55;0;0;2;0;580204;901;1;0;1525,76;1525,76;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;216;216;CYD;NOR;TRF;1291712424001;LIGA DEPORTIVA CANTONAL DE BABA, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2013 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 ¿ 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 07 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1407,43;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE BABA;0;55;0;0;2;0;580204;901;1;0;1407,43;1407,43;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;217;217;CYD;NOR;TRF;992119683001;LIGA DEPORTIVA CANTONAL DE NARANJAL, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2034 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 ¿ 1ER.GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 07 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;4178,25;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE NARANJAL;0;55;0;0;2;0;580204;901;1;0;4178,25;4178,25;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;218;218;CYD;NOR;TRF;1291711401001;LIGA DEPORTIVA CANTONAL DE PUEBLOVIEJO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2017 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1383,23;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE PUEBLOVIEJO;0;55;0;0;2;0;580204;901;1;0;1383,23;1383,23;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;219;219;CYD;NOR;TRF;2091767302001;LIGA DEPORTIVA CANTONAL SAN CRISTOBAL, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2069 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 - 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;2800;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL SAN CRISTOBAL;0;55;0;0;2;0;580204;901;1;0;2800;2800;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;220;220;CYD;NOR;TRF;992116870001;LIGA DEPORTIVA CANTONAL DE DAULE, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2027 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 ¿ 1ER. GRUPO SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;3571;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE DAULE;0;55;0;0;2;0;580204;901;1;0;3571;3571;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;221;221;CYD;NOR;TRF;992185333001;LIGA DEPORTIVA CANTONAL DE DURAN, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2028 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;3792,05;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE DURAN;0;55;0;0;2;0;580204;901;1;0;3792,05;3792,05;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;222;222;CYD;NOR;TRF;991342850001;LIGA DEPORTIVA CANTONAL LOMAS DE SARGENTILLO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2031 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;945;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE LOMAS DE SARGENTILLO;0;55;0;0;2;0;580204;901;1;0;945;945;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;223;223;CYD;NOR;TRF;992132329001;LIGA DEPORTIVA CANTONAL DE NARANJITO, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2035 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1308;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE NARANJITO;0;55;0;0;2;0;580204;901;1;0;1308;1308;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;224;224;CYD;NOR;TRF;992400609001;LIGA DEPORTIVA CANTONAL DE PLAYAS, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2039 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 - 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;864,17;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE PLAYAS;0;55;0;0;2;0;580204;901;1;0;864,17;864,17;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;225;225;CYD;NOR;TRF;992131446001;LIGA DEPORTIVA CANTONAL DE COLIMES, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2026 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852-MEM DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;700;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE COLIMES;0;55;0;0;2;0;580204;901;1;0;700;700;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;226;226;CYD;NOR;TRF;1291712394001;LIGA DEPORTIVA CANTONAL MOCACHE EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2015 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO DE 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852 DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1010,17;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL MOCACHE;0;55;0;0;2;0;580204;901;1;0;1010,17;1010,17;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;227;227;CYD;NOR;TRF;991344543001;LIGA DEPORTIVA CANTONAL DE SAMBORONDON, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2041 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852 DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1984,3;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE SAMBORONDON;0;55;0;0;2;0;580204;901;1;0;1984,3;1984,3;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;228;228;CYD;NOR;TRF;992131543001;LIGA DEPORTIVA CANTONAL DE BALZAR, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2025 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852 DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;1135,15;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE BALZAR;0;55;0;0;2;0;580204;901;1;0;1135,15;1135,15;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;229;229;CYD;NOR;TRF;1291714117001;LIGA DEPORTIVA CANTONAL DE ECHEANDIA, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2008 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852 DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;571,08;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE ECHEANDIA;0;55;0;0;2;0;580204;901;1;0;571,08;571,08;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
2023;148-0005-0000;COORDINACION ZONAL 8 - DEPORTE;230;230;CYD;NOR;TRF;992293950001;LIGA DEPORTIVA CANTONAL DE SALITRE, EN CUMPLIMIENTO AL CODIGO DE NOTIFICACION DE TECHO 2040 SE TRANSFIEREN LOS RECURSOS DEL MES DE JULIO 2023, 1ER. GRUPO, SEGÚN MEMORANDO No. MD-CZ8-2023-0852 DE FECHA 7 DE JULIO DE 2023, SEGÚN TAREA CZ8.030;APROBADO;S;S;642,17;0;7/7/2023;7/7/2023;7/7/2023;7/7/2023;10/7/2023;LIGA DEPORTIVA CANTONAL DE SALITRE;0;55;0;0;2;0;580204;901;1;0;642,17;642,17;0;5WSANCHEZ;5ACAICEDO;5WSANCHEZ;5WSANCHEZ;5WSANCHEZ
